id,host_id,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365
6800576,7858210,Manhattan,Harlem,Private room,65,2,105,2.12,180
6800858,503555,Brooklyn,Williamsburg,Private room,89,8,6,0.13,0
6804319,20279153,Brooklyn,Crown Heights,Entire home/apt,250,5,3,0.06,0
6805817,7323687,Manhattan,Upper West Side,Private room,125,1,0,,0
6806165,32924087,Manhattan,Washington Heights,Private room,81,2,8,0.16,0
6806282,4055091,Manhattan,East Village,Private room,80,1,0,,0
6807079,7853731,Brooklyn,Crown Heights,Entire home/apt,200,5,3,0.06,157
6807281,35634594,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,130,7,1,0.02,0
6807871,35637698,Manhattan,Kips Bay,Entire home/apt,100,6,4,0.08,0
6808818,23582893,Brooklyn,Bushwick,Private room,61,2,59,1.22,102
6809332,198010,Manhattan,West Village,Entire home/apt,95,5,4,0.09,0
6812061,35660592,Queens,Maspeth,Private room,65,2,92,1.87,79
6812270,21130473,Brooklyn,Bedford-Stuyvesant,Private room,40,5,4,0.08,0
6812456,400240,Brooklyn,Flatbush,Entire home/apt,120,6,1,0.1,0
6812690,23582893,Brooklyn,Bushwick,Private room,59,2,36,0.83,218
6812717,2608356,Manhattan,Battery Park City,Entire home/apt,100,21,0,,222
6812924,19109608,Queens,Astoria,Entire home/apt,135,1,229,4.65,89
6813041,1550419,Brooklyn,Fort Greene,Private room,50,1,0,,0
6813226,24742173,Manhattan,Upper West Side,Entire home/apt,460,4,11,0.23,0
6820048,2264481,Brooklyn,Bedford-Stuyvesant,Entire home/apt,110,4,15,0.31,97
6820637,1153591,Brooklyn,Boerum Hill,Entire home/apt,225,2,24,0.49,189
6821839,35726649,Queens,Jackson Heights,Entire home/apt,135,5,8,0.17,0
6821978,13219494,Brooklyn,Clinton Hill,Entire home/apt,125,1,1,0.02,0
6822519,1456436,Brooklyn,Bushwick,Private room,64,5,32,0.65,0
6822854,23582893,Brooklyn,Bushwick,Private room,58,6,31,0.63,147
6823578,35350208,Manhattan,Washington Heights,Private room,69,1,1,0.02,0
6824996,7021059,Manhattan,Upper East Side,Private room,59,1,0,,0
6827028,10630723,Brooklyn,Bedford-Stuyvesant,Entire home/apt,177,3,144,3.02,260
6829632,5967944,Brooklyn,Bushwick,Entire home/apt,150,1,0,,0
6829746,28509737,Brooklyn,Williamsburg,Private room,69,14,1,0.02,0
6829990,3759488,Brooklyn,Fort Greene,Entire home/apt,275,4,1,0.02,146
6831518,35788303,Manhattan,Chelsea,Private room,99,1,17,0.39,0
6832599,26185036,Brooklyn,Williamsburg,Private room,65,1,0,,0
6833000,1587123,Manhattan,Upper East Side,Entire home/apt,135,3,4,0.09,0
6833049,1787313,Manhattan,West Village,Entire home/apt,150,4,5,0.1,0
6833395,10767841,Manhattan,Lower East Side,Entire home/apt,2000,1,18,0.39,365
6833755,2851131,Brooklyn,Bedford-Stuyvesant,Entire home/apt,90,2,23,3.65,190
6833911,28509737,Brooklyn,Williamsburg,Private room,59,5,2,0.04,0
6834972,438545,Brooklyn,Carroll Gardens,Entire home/apt,275,4,0,,0
6835487,2947857,Manhattan,Lower East Side,Entire home/apt,215,14,1,0.02,0
6836485,14261988,Brooklyn,Flatbush,Entire home/apt,70,2,150,3.34,222
6837529,35829854,Manhattan,Lower East Side,Private room,135,1,6,0.12,0
6843145,5361360,Manhattan,Upper West Side,Entire home/apt,200,3,6,0.16,0
6845877,14171882,Manhattan,Upper East Side,Entire home/apt,120,1,6,0.12,0
6846956,2558534,Brooklyn,Williamsburg,Entire home/apt,85,3,93,1.9,13
6847053,35878048,Manhattan,Morningside Heights,Private room,82,1,0,,0
6849332,973817,Manhattan,Washington Heights,Entire home/apt,105,2,0,,0
6850752,35897162,Brooklyn,Williamsburg,Private room,52,20,6,0.23,0
6850801,27287584,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,250,4,0,,0
6851685,33605216,Manhattan,Washington Heights,Private room,145,3,1,0.02,3
6851700,35902297,Brooklyn,Carroll Gardens,Private room,40,1,0,,0
6852315,6959884,Manhattan,Greenwich Village,Entire home/apt,245,3,18,0.38,307
6852731,2407990,Brooklyn,Greenpoint,Entire home/apt,120,3,2,0.05,0
6853271,3997451,Manhattan,Chelsea,Entire home/apt,150,2,106,2.29,318
6853661,35914632,Manhattan,Lower East Side,Entire home/apt,250,2,2,0.04,0
6853752,946943,Brooklyn,Williamsburg,Entire home/apt,295,2,0,,0
6853761,946943,Brooklyn,Williamsburg,Entire home/apt,125,4,148,3.01,11
6854013,22136368,Brooklyn,Bedford-Stuyvesant,Entire home/apt,120,2,0,,0
6854221,14495918,Brooklyn,Greenpoint,Private room,40,7,2,0.05,0
6854372,1461503,Brooklyn,Bedford-Stuyvesant,Private room,55,1,2,0.04,0
6854404,35919822,Manhattan,Financial District,Entire home/apt,130,14,1,0.02,0
6855514,24260658,Manhattan,East Harlem,Private room,110,2,68,1.39,44
6860656,15783878,Manhattan,Harlem,Private room,185,2,14,0.33,155
6862191,17782625,Brooklyn,DUMBO,Entire home/apt,245,3,8,0.16,0
6862482,4754282,Manhattan,Midtown,Entire home/apt,700,2,5,0.1,63
6862600,21705761,Brooklyn,Park Slope,Entire home/apt,215,2,2,0.05,0
6863691,700224,Brooklyn,Gowanus,Entire home/apt,250,29,16,0.36,300
6863948,3313475,Manhattan,Kips Bay,Entire home/apt,150,2,2,0.04,0
6864482,35798207,Brooklyn,Bedford-Stuyvesant,Private room,80,1,0,,0
6865053,35969865,Manhattan,Lower East Side,Private room,89,3,68,1.38,252
6865662,29480685,Manhattan,East Village,Entire home/apt,244,2,22,0.45,1
6866040,844227,Brooklyn,Williamsburg,Private room,74,3,9,0.66,18
6866061,4939720,Brooklyn,Crown Heights,Entire home/apt,88,1,8,0.17,0
6866397,3256433,Manhattan,Lower East Side,Entire home/apt,150,30,17,0.36,0
6866960,35983559,Brooklyn,East Flatbush,Entire home/apt,150,4,93,1.93,320
6867325,13667779,Manhattan,Harlem,Private room,40,2,27,0.55,345
6869363,35997540,Manhattan,Upper West Side,Entire home/apt,150,1,0,,0
6869940,731601,Queens,Astoria,Private room,55,15,1,0.02,0
6871251,34780872,Manhattan,Upper West Side,Entire home/apt,259,3,20,0.41,0
6871600,4271676,Manhattan,Nolita,Private room,100,1,18,0.38,0
6879485,26490481,Brooklyn,Greenpoint,Entire home/apt,125,1,1,0.02,0
6880873,17475096,Brooklyn,Flatbush,Entire home/apt,85,2,2,0.05,0
6880990,36055888,Manhattan,Harlem,Private room,75,2,1,0.02,0
6881827,25111426,Manhattan,Hell's Kitchen,Private room,190,2,0,,0
6882689,4040200,Manhattan,Lower East Side,Entire home/apt,198,2,17,0.35,0
6883096,14510607,Queens,Astoria,Entire home/apt,300,2,13,0.27,365
6883404,35651501,Manhattan,Chelsea,Entire home/apt,295,1,17,0.35,175
6884147,36072139,Brooklyn,Bushwick,Private room,50,1,0,,0
6884254,19789003,Brooklyn,Bedford-Stuyvesant,Private room,35,1,1,0.02,0
6884509,640117,Brooklyn,Williamsburg,Private room,80,3,8,0.17,0
6884647,36074783,Brooklyn,Bedford-Stuyvesant,Entire home/apt,200,5,0,,0
6884974,7238334,Brooklyn,Greenpoint,Private room,110,1,1,0.02,0
6885369,1442860,Brooklyn,Flatbush,Private room,40,2,32,0.68,82
6885767,36080537,Manhattan,Hell's Kitchen,Entire home/apt,95,1,0,,0
6885805,5743711,Brooklyn,Williamsburg,Private room,75,2,2,0.04,0
6886371,1694147,Manhattan,Hell's Kitchen,Entire home/apt,199,3,13,0.27,4
6887405,11081099,Manhattan,Harlem,Private room,50,1,1,0.02,0
6887755,21426910,Brooklyn,Gravesend,Entire home/apt,109,2,224,4.7,73
6892731,36119026,Brooklyn,Sheepshead Bay,Entire home/apt,120,2,15,0.4,334
6895056,10348305,Brooklyn,Flatbush,Private room,50,27,3,0.06,17
6895123,7107154,Brooklyn,Greenpoint,Entire home/apt,95,5,4,0.11,0
6896715,10489933,Manhattan,Midtown,Entire home/apt,180,30,0,,177
6897911,72773,Brooklyn,Williamsburg,Private room,100,3,51,1.07,345
6898240,11395856,Manhattan,Kips Bay,Entire home/apt,350,3,6,0.13,0
6898600,32775769,Brooklyn,Midwood,Entire home/apt,89,7,5,0.1,251
6899995,25812962,Manhattan,East Harlem,Private room,80,1,39,0.82,306
6900168,2831384,Queens,Woodside,Entire home/apt,125,1,262,5.37,246
6901401,36164182,Brooklyn,Bushwick,Entire home/apt,155,2,114,2.86,250
6901484,36166165,Brooklyn,Williamsburg,Private room,62,1,1,0.05,0
6901734,36167966,Manhattan,Harlem,Entire home/apt,93,12,5,0.14,0
6901856,36164182,Brooklyn,Bushwick,Private room,80,2,51,1.04,249
6902147,88032,Brooklyn,Crown Heights,Entire home/apt,65,7,0,,0
6902855,36176332,Brooklyn,Flatbush,Entire home/apt,120,5,19,0.39,1
6908140,21705530,Brooklyn,Clinton Hill,Entire home/apt,450,7,1,0.04,0
6908209,2119276,Manhattan,Chelsea,Entire home/apt,155,30,6,0.13,289
6908837,36205028,Queens,Jamaica,Private room,53,1,189,3.9,348
6909447,36207962,Manhattan,Upper West Side,Entire home/apt,150,3,13,0.26,0
6909615,36208205,Manhattan,Washington Heights,Private room,45,1,1,0.02,0
6910072,36211685,Queens,Ridgewood,Private room,85,1,1,0.02,0
6911965,1106323,Brooklyn,Windsor Terrace,Private room,59,1,1,0.03,0
6912211,21183428,Brooklyn,Bedford-Stuyvesant,Entire home/apt,122,3,101,2.08,293
6913023,36227371,Brooklyn,Bushwick,Private room,75,1,0,,0
6913240,15792771,Queens,Rego Park,Private room,80,4,2,0.04,0
6913431,36229779,Brooklyn,Bedford-Stuyvesant,Entire home/apt,105,1,9,0.18,0
6913773,26377263,Brooklyn,Bushwick,Private room,47,30,3,0.07,144
6913795,10716661,Queens,Ditmars Steinway,Entire home/apt,75,3,2,0.04,0
6913969,26377263,Brooklyn,Bushwick,Private room,47,30,3,0.06,259
6914268,36166297,Manhattan,Stuyvesant Town,Private room,45,1,0,,0
6914516,36237566,Manhattan,East Village,Private room,100,1,1,0.02,0
6915467,27962518,Queens,Elmhurst,Private room,85,1,1,0.02,0
6919797,4112404,Manhattan,Hell's Kitchen,Entire home/apt,269,7,31,0.66,11
6919971,36268893,Manhattan,Upper West Side,Entire home/apt,70,1,1,0.03,0
6921004,1544412,Brooklyn,Williamsburg,Private room,90,5,18,0.4,37
6921831,36279488,Manhattan,Harlem,Private room,172,3,8,0.17,0
6921974,35921273,Brooklyn,Williamsburg,Entire home/apt,160,1,1,0.02,0
6921984,619693,Manhattan,West Village,Entire home/apt,198,2,3,0.07,0
6922490,742729,Manhattan,East Village,Entire home/apt,154,2,37,0.81,0
6922505,12738054,Brooklyn,Greenpoint,Entire home/apt,230,2,6,0.13,272
6922758,896708,Brooklyn,Cobble Hill,Entire home/apt,285,5,4,0.36,19
6923000,1164568,Brooklyn,Williamsburg,Entire home/apt,180,3,3,0.06,0
6923161,36285615,Manhattan,Harlem,Private room,90,2,12,0.24,0
6924363,12072392,Manhattan,Harlem,Private room,120,1,0,,0
6924400,32767789,Manhattan,Greenwich Village,Private room,60,14,0,,0
6924793,4019055,Manhattan,Lower East Side,Entire home/apt,99,2,57,1.17,0
6924942,1325961,Manhattan,East Harlem,Entire home/apt,111,3,6,0.13,0
6925777,26330490,Brooklyn,Bushwick,Private room,40,7,5,0.11,0
6926449,36308476,Brooklyn,Flatbush,Private room,35,4,2,0.06,157
6926686,4667102,Manhattan,Little Italy,Private room,95,5,1,0.02,0
6927027,503555,Brooklyn,Williamsburg,Private room,89,8,2,0.04,0
6929738,25237492,Manhattan,Upper East Side,Entire home/apt,195,30,7,0.2,304
6930780,36333834,Brooklyn,Bedford-Stuyvesant,Entire home/apt,139,4,152,3.26,281
6933326,25168888,Manhattan,Harlem,Private room,75,3,14,0.29,20
6933582,35914251,Queens,Astoria,Entire home/apt,100,4,2,0.04,0
6934249,24465231,Brooklyn,Greenpoint,Entire home/apt,149,7,7,0.15,0
6934770,36356923,Queens,Astoria,Private room,55,1,0,,0
6936794,12028820,Manhattan,Upper East Side,Entire home/apt,900,7,28,0.58,340
6936903,36369314,Brooklyn,Williamsburg,Entire home/apt,199,7,3,0.06,0
6937480,36373090,Brooklyn,Bushwick,Private room,70,5,1,0.02,0
6937871,1106323,Brooklyn,Windsor Terrace,Private room,65,3,0,,0
6937897,36375657,Manhattan,Kips Bay,Shared room,800,30,1,0.02,0
6938378,5164854,Manhattan,Harlem,Private room,43,6,6,0.12,324
6938827,36381094,Brooklyn,Park Slope,Entire home/apt,229,3,22,0.46,0
6939024,34930811,Manhattan,East Village,Entire home/apt,195,1,15,0.31,0
6939175,2419331,Brooklyn,Greenpoint,Entire home/apt,150,14,3,0.06,0
6939597,2723812,Bronx,Mott Haven,Entire home/apt,100,2,57,1.17,284
6939638,36307255,Manhattan,Tribeca,Entire home/apt,700,1,8,0.16,0
6939668,36387290,Manhattan,Upper West Side,Entire home/apt,150,1,0,,0
6939719,36006178,Manhattan,Hell's Kitchen,Entire home/apt,300,7,8,0.21,0
6939758,3266476,Manhattan,Kips Bay,Private room,100,5,11,0.23,0
6939859,36388501,Brooklyn,Williamsburg,Private room,50,3,5,0.1,0
6940108,13031379,Manhattan,Upper East Side,Entire home/apt,140,2,57,1.18,0
6941601,36400642,Manhattan,Midtown,Entire home/apt,175,7,0,,0
6942211,10124757,Manhattan,Upper West Side,Entire home/apt,185,8,3,0.06,0
6944665,36413917,Brooklyn,Williamsburg,Private room,73,14,0,,0
6946479,204472,Brooklyn,South Slope,Entire home/apt,250,3,2,0.04,0
6947017,35968845,Manhattan,Upper West Side,Private room,89,3,1,0.02,0
6947196,36425465,Manhattan,Chelsea,Entire home/apt,800,15,0,,0
6947477,35968845,Manhattan,Upper West Side,Private room,89,1,1,0.02,0
6948161,24806455,Manhattan,Chelsea,Entire home/apt,250,1,0,,0
6948441,2176547,Manhattan,Chelsea,Entire home/apt,220,31,4,0.12,54
6949104,6884282,Manhattan,Chelsea,Private room,135,5,1,0.02,0
6949526,36434721,Brooklyn,Fort Greene,Entire home/apt,160,1,70,1.43,356
6949554,10609847,Brooklyn,Williamsburg,Private room,93,3,0,,0
6950074,6434434,Queens,Ditmars Steinway,Entire home/apt,110,2,14,0.29,0
6950477,7253422,Manhattan,Harlem,Entire home/apt,76,1,3,0.06,0
6950807,36441990,Queens,Astoria,Entire home/apt,105,1,5,0.1,0
6952302,31883140,Brooklyn,Fort Greene,Entire home/apt,120,4,1,0.03,0
6953013,36453453,Manhattan,East Harlem,Entire home/apt,110,5,3,0.06,0
6954288,14379468,Manhattan,Harlem,Entire home/apt,125,1,4,0.09,0
6955143,16533401,Brooklyn,Gowanus,Private room,130,1,0,,0
6955782,21976382,Brooklyn,Boerum Hill,Entire home/apt,105,14,48,1.02,74
6956358,7013442,Manhattan,Lower East Side,Private room,100,3,2,0.04,0
6956731,13347167,Manhattan,Upper East Side,Entire home/apt,118,30,4,0.09,258
6956956,18091740,Brooklyn,Williamsburg,Private room,70,4,1,0.03,0
6957168,22346913,Brooklyn,Carroll Gardens,Entire home/apt,220,2,118,2.51,277
6957272,15647782,Manhattan,Upper West Side,Entire home/apt,155,4,10,0.21,0
6957328,330976,Brooklyn,Williamsburg,Private room,85,1,20,0.42,0
6958652,33069475,Brooklyn,Bedford-Stuyvesant,Private room,40,20,42,1.12,257
6958924,36489857,Manhattan,Upper West Side,Entire home/apt,85,3,29,0.75,309
6959212,28601986,Manhattan,East Harlem,Entire home/apt,84,3,10,0.21,0
6965441,19228782,Manhattan,Chelsea,Entire home/apt,150,3,2,0.05,1
6965529,2001830,Bronx,Morris Heights,Private room,50,3,20,0.47,316
6966936,36208562,Brooklyn,Bushwick,Entire home/apt,250,2,23,0.49,0
6966985,2714997,Manhattan,Upper West Side,Private room,70,30,76,1.57,0
6967201,36530547,Manhattan,Upper West Side,Private room,110,1,0,,0
6967305,36531150,Brooklyn,Prospect Heights,Entire home/apt,164,1,2,0.04,0
6967861,36534042,Brooklyn,Fort Hamilton,Entire home/apt,120,7,1,0.02,0
6968488,8080357,Brooklyn,Fort Greene,Private room,55,4,0,,0
6968520,36537579,Brooklyn,Red Hook,Entire home/apt,500,1,0,,0
6968737,36538690,Brooklyn,South Slope,Entire home/apt,224,4,1,0.02,0
6969011,107016,Brooklyn,Crown Heights,Private room,47,14,9,0.19,8
6969425,12906455,Brooklyn,Bedford-Stuyvesant,Private room,61,2,29,0.59,5
6969473,30247261,Manhattan,Little Italy,Entire home/apt,999,7,1,0.02,0
6970005,23026033,Manhattan,Greenwich Village,Entire home/apt,230,7,1,0.02,0
6970372,25237492,Manhattan,Upper East Side,Entire home/apt,150,30,12,0.27,298
6970776,25237492,Manhattan,Upper East Side,Entire home/apt,115,30,12,0.26,331
6970965,36551297,Queens,Astoria,Private room,70,2,8,0.16,0
6971141,25237492,Manhattan,Upper East Side,Entire home/apt,325,30,2,0.21,191
6971348,25237492,Manhattan,Upper East Side,Entire home/apt,155,30,6,0.14,295
6971639,25237492,Manhattan,Upper East Side,Entire home/apt,165,30,10,0.22,346
6971750,25237492,Manhattan,Upper East Side,Entire home/apt,165,30,9,0.2,280
6971871,25237492,Manhattan,Upper East Side,Entire home/apt,155,30,8,0.27,339
6972046,23574544,Manhattan,Upper West Side,Private room,150,1,7,0.14,0
6972089,25237492,Manhattan,Upper West Side,Entire home/apt,130,30,10,0.26,303
6972192,25237492,Manhattan,Upper West Side,Entire home/apt,125,30,17,0.38,202
6972271,31213925,Manhattan,Midtown,Entire home/apt,150,2,0,,0
6972534,21803081,Brooklyn,Williamsburg,Private room,55,7,2,0.04,0
6972554,17155244,Manhattan,East Harlem,Entire home/apt,155,4,4,0.08,0
6972673,13698410,Brooklyn,Clinton Hill,Private room,80,7,12,0.25,0
6973011,19247979,Brooklyn,Flatbush,Entire home/apt,85,3,0,,0
6973159,4225192,Brooklyn,Bedford-Stuyvesant,Private room,40,1,1,0.02,0
6973286,12374283,Manhattan,East Village,Private room,99,3,12,0.26,0
6973292,5577926,Queens,Astoria,Private room,59,1,108,2.23,0
6973463,12374283,Manhattan,East Village,Entire home/apt,300,2,1,0.05,0
6973598,36566148,Queens,Long Island City,Private room,55,1,5,0.1,0
6974249,6623402,Brooklyn,Williamsburg,Entire home/apt,125,1,6,0.13,0
6974728,36571434,Manhattan,Upper West Side,Private room,139,2,24,0.5,20
6974801,21175506,Brooklyn,Greenpoint,Entire home/apt,165,1,1,0.02,0
6975129,36575095,Brooklyn,Clinton Hill,Private room,50,1,1,0.02,0
6976045,1373836,Brooklyn,Carroll Gardens,Entire home/apt,150,5,3,0.06,0
6977204,687062,Manhattan,Harlem,Private room,65,1,142,4.22,93
6982174,36610302,Brooklyn,Bedford-Stuyvesant,Private room,50,1,0,,0
6985434,25237492,Manhattan,Upper West Side,Entire home/apt,120,30,9,0.24,339
6985888,25237492,Manhattan,Upper West Side,Entire home/apt,115,30,7,0.19,325
6987811,23582893,Brooklyn,Bushwick,Private room,51,13,20,0.41,14
6988265,36634420,Manhattan,Washington Heights,Entire home/apt,120,1,0,,0
6988793,13857446,Brooklyn,Flatbush,Entire home/apt,90,2,12,0.25,0
6988794,36641477,Queens,Forest Hills,Private room,75,3,1,0.02,0
6988905,36133913,Manhattan,Midtown,Entire home/apt,190,2,25,0.51,4
6989258,7339760,Manhattan,East Harlem,Entire home/apt,130,2,1,0.02,0
6989436,36644635,Manhattan,East Harlem,Private room,80,2,142,3.05,0
6990524,36650631,Manhattan,Kips Bay,Entire home/apt,300,1,0,,0
6991749,16978260,Manhattan,Harlem,Shared room,70,1,0,,365
6991910,36656552,Manhattan,Lower East Side,Private room,150,1,2,0.04,0
6992300,24530713,Manhattan,Harlem,Private room,75,1,11,0.25,332
6992310,18260299,Brooklyn,Bushwick,Private room,50,30,2,0.04,5
6992831,36663321,Brooklyn,Flatbush,Private room,60,3,173,3.52,281
6992939,1281637,Brooklyn,Fort Greene,Entire home/apt,140,2,1,0.02,0
6992973,5162530,Brooklyn,Williamsburg,Entire home/apt,145,1,0,,0
6993265,36666388,Brooklyn,Williamsburg,Entire home/apt,375,2,0,,0
6994064,35928174,Brooklyn,Williamsburg,Entire home/apt,110,2,15,0.31,12
6994259,36673376,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,15,5,0.26,24
6999056,415502,Manhattan,Harlem,Private room,70,1,3,0.06,0
7001872,36708202,Manhattan,Upper East Side,Entire home/apt,195,7,26,0.54,1
7002139,2720363,Brooklyn,Bushwick,Private room,125,2,4,0.19,310
7002250,36452416,Manhattan,Upper East Side,Entire home/apt,95,14,2,0.06,4
7002269,10945786,Brooklyn,Prospect-Lefferts Gardens,Private room,30,6,1,0.02,0
7002406,36710507,Manhattan,Morningside Heights,Private room,80,1,0,,0
7002884,36713105,Manhattan,East Harlem,Entire home/apt,99,3,4,0.1,0
7002915,1599175,Manhattan,Upper West Side,Entire home/apt,165,3,1,0.04,0
7003507,6968630,Brooklyn,Crown Heights,Entire home/apt,95,4,5,0.1,1
7003697,20582832,Queens,Astoria,Private room,10000,100,2,0.04,0
7003788,21773199,Queens,Long Island City,Entire home/apt,149,4,4,0.09,0
7004408,21641864,Manhattan,SoHo,Entire home/apt,190,6,61,1.27,275
7006151,36727985,Manhattan,Midtown,Entire home/apt,177,3,22,0.45,0
7006494,36726560,Manhattan,Chelsea,Entire home/apt,350,1,0,,0
7009152,22908412,Brooklyn,Crown Heights,Private room,65,2,155,3.17,117
7010135,24706492,Manhattan,Upper East Side,Shared room,130,7,0,,0
7010681,36754170,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,110,1,2,0.04,0
7015831,36029533,Brooklyn,Bushwick,Private room,35,1,1,0.02,0
7017768,36164182,Brooklyn,Bushwick,Private room,75,2,46,0.94,256
7018619,4783045,Manhattan,Harlem,Private room,52,2,1,0.03,0
7019122,1733462,Brooklyn,Williamsburg,Entire home/apt,160,4,40,0.83,138
7019534,34908118,Brooklyn,Williamsburg,Entire home/apt,100,3,5,0.11,0
7020266,3524653,Brooklyn,Williamsburg,Private room,90,2,18,0.37,280
7020776,6406576,Manhattan,East Village,Entire home/apt,250,5,0,,0
7021346,6661559,Manhattan,East Village,Private room,99,1,0,,0
7023033,54255,Brooklyn,Bedford-Stuyvesant,Private room,99,1,4,0.08,189
7023437,1298759,Brooklyn,Williamsburg,Entire home/apt,220,7,2,0.04,0
7023583,36816110,Manhattan,Morningside Heights,Private room,45,21,4,0.09,0
7023636,36816089,Manhattan,Washington Heights,Private room,70,1,0,,0
7023739,23833056,Manhattan,Upper East Side,Private room,150,1,0,,0
7023818,36817279,Manhattan,Midtown,Private room,105,2,17,0.55,190
7024079,36818817,Manhattan,Morningside Heights,Private room,50,3,3,0.06,0
7024138,12930988,Manhattan,Upper East Side,Entire home/apt,222,2,94,2.16,281
7024303,2750745,Brooklyn,Bedford-Stuyvesant,Entire home/apt,120,2,4,0.08,0
7024342,36579485,Brooklyn,Canarsie,Entire home/apt,600,7,0,,365
7024474,15929157,Brooklyn,East New York,Private room,34,20,29,0.59,192
7024538,16112564,Brooklyn,Brooklyn Heights,Entire home/apt,130,7,1,0.02,0
7024774,703023,Brooklyn,Fort Greene,Entire home/apt,205,3,3,0.06,0
